method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
dinov2_large,dinov2_large,73,0.7755965590423554,0.9959937622309197,0.9960680085139471,0.6018660118224862,0.6648860398860399,0.8149687612949863,0.8182125644711253,0.757577968265548
