method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
dinov2,dinov2,73,0.6509794408284831,0.9937414820380207,0.9938348166900014,0.4396939008604279,0.5071984894972859,0.63370916449841,0.7326353672501227,0.5988049061746514
