id,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
bowl_06_00000013,0.9235981660489402,0.9973820153061225,0.9973426378769586,nan,nan,nan,0.8498536942209217,nan
scoop_02_00000071,0.8435628575026093,0.9960204081632653,0.9959723071717658,0.6797979797979798,nan,0.854918285538082,nan,nan
shears_02_00000146,0.5125519863449203,0.9943176020408163,0.9942948615335361,0.4856687898089172,0.057692307692307696,nan,nan,nan
spoon_08_00000196,0.7831723131526788,0.9962085459183674,0.9961794532344511,0.6146341463414634,nan,0.7387033398821218,nan,nan
shovel_02_00000029,0.6596235614909076,0.9956122448979592,0.9957983058203269,0.19367209971236818,nan,nan,nan,0.7894002789400278
knife_09_00000220,0.6735537246001778,0.9949457908163265,0.9949183407821587,0.37155388471177947,0.6541889483065954,nan,nan,nan
hammer_02_00000113,0.8353858908771123,0.9957844387755102,0.9957471996499965,0.6750245821042281,nan,nan,nan,nan
knife_08_00000003,0.605033418733239,0.9961894132653061,0.996169343851877,0.7048813255709807,0.1140495867768595,nan,nan,nan
tenderizer_02_00000179,0.5772880502067127,0.9978890306122449,0.9978882023242535,0.15668789808917197,nan,nan,nan,nan
bowl_07_00000157,0.9302501627282761,0.9973947704081633,0.997351246729584,nan,nan,nan,0.8631490787269682,nan
bowl_07_00000251,0.9412532641293974,0.9978858418367347,0.9978509958997132,nan,nan,nan,0.8846555323590815,nan
cup_01_00000253,0.8784280001790065,0.9973852040816327,0.9976250561423803,0.7840214067278287,nan,nan,0.8536375376668102,nan
shears_01_00000257,0.7982608047801175,0.9974585459183674,0.9974415110814351,0.748729792147806,0.6486111111111111,nan,nan,nan
cup_03_00000056,0.8598845821812641,0.9974457908163266,0.997902109187148,0.7787528868360277,nan,nan,0.8029987505206164,nan
scoop_02_00000195,0.7187825100924773,0.9946205357142858,0.9948065018725625,0.400431344356578,nan,0.7611096840482918,nan,nan
tenderizer_02_00000088,0.7069800536551081,0.9975510204081632,0.9975467334500339,0.41641337386018235,nan,nan,nan,nan
tenderizer_02_00000010,0.6048022678871433,0.9971396683673469,0.9971374593914947,0.21246707638279191,nan,nan,nan,nan
hammer_04_00000060,0.808577441440563,0.9951371173469388,0.9950978816419686,0.6220570012391574,nan,nan,nan,nan
ladle_02_00000199,0.8090742813740964,0.9957015306122449,0.9956513744302107,0.6144633809304468,nan,nan,0.8171080887616321,nan
knife_07_00000189,0.8520828861995704,0.9968494897959184,0.9970938023721031,0.7628372497824195,0.7963176064441887,nan,nan,nan
hammer_01_00000214,0.7923115313285308,0.9962436224489796,0.9962233421818695,0.5883997204751922,nan,nan,nan,nan
bowl_08_00000050,0.8951196478630841,0.996125637755102,0.9960668410421091,nan,nan,nan,0.794172454684059,nan
scoop_01_00000145,0.8005103349930961,0.9974649234693878,0.9974418942241003,0.5285118219749653,nan,0.8755772887802228,nan,nan
shears_01_00000226,0.7269206260901848,0.9964572704081632,0.9964387030596381,0.6071856287425149,0.5771375464684015,nan,nan,nan
shears_02_00000286,0.5234516781662225,0.9952264030612245,0.9952181232171777,0.17272727272727273,0.40240963855421685,nan,nan,nan
shovel_01_00000082,0.7490528516114653,0.9969068877551021,0.9968828531213245,0.4560099132589839,nan,nan,nan,0.7942657884540876
mug_04_00000146,0.8234492051107556,0.9950255102040816,0.9955054433355569,0.6880686249025214,nan,nan,0.7867735470941883,nan
mug_15_00000042,0.8094812698835078,0.9944770408163265,0.9952985989889879,0.7316482925517612,nan,nan,0.701496918109774,nan
pot_01_00000228,0.865181454174783,0.9961160714285714,0.9966932206145342,0.7485398094067015,nan,nan,0.8503113325031133,nan
