env_id,sigma,n_episodes,mean_success,mean_return
PickCube-v1,0.0,48667,0.9586578174122095,4.988254813259814
PickCube-v1,0.005,48621,0.9672569465868658,5.008284865124228
PickCube-v1,0.01,48588,0.9643327570593562,4.9855326165731055
PickCube-v1,0.02,48492,0.9539717891610987,4.979606884743016
PickCube-v1,0.05,47259,0.6447237563215472,4.027687640353228
PickCube-v1,0.1,45260,0.07841361025187804,2.0004941590067773
PickCube-v1,0.2,44932,0.0004896287723671326,0.6690918597745352
