env_id,sigma,n_episodes,mean_success,mean_return
PickCube-v1,0.0,48667,0.9586578174122095,4.988254813259814
PickCube-v1,0.005,48684,0.975433407279599,5.024448580818916
PickCube-v1,0.01,48674,0.9779964662859021,5.030017478277108
PickCube-v1,0.02,48614,0.9777841773974575,5.04904244451907
PickCube-v1,0.05,48164,0.8754256291005731,4.7460787289030835
PickCube-v1,0.1,45869,0.22139135363753298,2.4140098962923324
PickCube-v1,0.2,44943,0.0009122666488663419,0.5573706082462418
