method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
dinov2,dinov2,73,0.5250684900312809,0.9918407752655857,0.991949916697227,0.3033237372415598,0.19575918212798182,0.5289079229122056,0.6214130516220874,0.5090571295866233
