method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
dinov2_large,dinov2_large,73,0.7256785980470902,0.9949369315898449,0.9950055170892692,0.5338401775804662,0.5781840829218382,0.7833782674950182,0.7286780686005858,0.7349854745953637
