method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
dinov2,dinov2,73,0.7333832008330274,0.9951228524907394,0.9951746204961855,0.540103212918262,0.5700513846573598,0.778028037746107,0.774167897307736,0.7427740518725147
