method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
siglip2,siglip,73,0.47318470589781403,0.9909189302627355,0.9911299445361379,0.2753600352944884,0.19317174105823234,0.4425320549844057,0.5663832199546486,0.37053123955897094
