method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
openpi_siglip,openpi_siglip,73,0.6098908280576575,0.992394480712519,0.9925791863846694,0.35937672976862617,0.45455065172650355,0.5783121301085792,0.6492492779223259,0.625276992435241
