method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
pi0_siglip,pi0_siglip,73,0.5194317776989069,0.9919619924168297,0.9920650029159452,0.30742958527389663,0.1808235528148001,0.545156482861401,0.6383797239194388,0.4527363184079602
