method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
random_features,random_features,73,0.17894390120150885,0.9875222777467151,0.9879362462402574,0.027517062115062038,0.0,0.0,0.005727829350187636,0.0524822695035461
