method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
dinov2_448_full,dinov2,28,0.6744195660251537,0.9950145131992529,0.9952648411631088,0.468297738460969,0.6040363843092666,0.5485539619092406,0.7402550256386986,0.6901094446696392
