method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
dinov2_448,dinov2,28,0.6562858292137674,0.9943522016786626,0.9945448310957175,0.4005428022164424,0.5977540500736377,0.6251415628539071,0.6274687854710557,0.6922629435718441
