method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
openpi_siglip,openpi_siglip,28,0.4525411131854318,0.9917401510571676,0.9920425397380159,0.26098805807442643,0.349677592692101,0.44862518089725034,0.423867801453687,0.24004550625711035
