method,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
dinov2,28,0.45450551132012723,0.9918187978316326,0.9920531524973866,0.16517506672947088,0.36363636363636365,0.2827024436990896,0.5246790815404087,0.39878695981804396
