method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
dinov2_large,dinov2_large,28,0.6944155656686323,0.9954442505238703,0.9955832997525127,0.47890828659451773,0.6207372001103043,0.6183617234468938,0.805598473143688,0.6473044109638773
