id,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
bowl_10_00000400,0.7648582416013174,0.9915313720703125,0.9914469324538828,nan,nan,nan,0.538269550748752,nan
shears_01_00000150,0.24674377767598107,0.9862823486328125,0.9869751107039243,0.0,0.0,0.0,nan,nan
trowel_05_00000160,0.3512704071716624,0.9914703369140625,0.9914670818641145,0.0,nan,0.06234413965087282,nan,nan
trowel_04_00000054,0.4135414436185291,0.9906463623046875,0.9906243308555872,0.0,nan,0.25,nan,nan
tenderizer_02_00000292,0.49869537353515625,0.9973907470703125,0.9973907470703125,0.0,nan,nan,nan,nan
tenderizer_02_00000198,0.49852752685546875,0.9970550537109375,0.9970550537109375,0.0,nan,nan,nan,nan
ladle_03_00000178,0.3267567952473958,0.9802703857421875,0.9802703857421875,0.0,nan,nan,0.0,nan
cup_04_00000067,0.612673937030026,0.9871063232421875,0.9874974948741271,0.3349875930521092,nan,nan,0.5155367231638418,nan
saw_01_00000252,0.5066420510594316,0.9751129150390625,0.9745386993037559,0.0,0.5453874538745388,nan,nan,nan
scissors_06_00000007,0.3310190836588542,0.9930572509765625,0.9930572509765625,0.0,0.0,nan,nan,nan
tenderizer_01_00000114,0.4988250732421875,0.997650146484375,0.997650146484375,0.0,nan,nan,nan,nan
spoon_07_00000055,0.46152950629588907,0.991485595703125,0.9914587478953008,0.0,nan,0.3931297709923664,nan,nan
mallet_03_00000086,0.537887521440605,0.9924468994140625,0.9924417095478768,0.08333333333333333,nan,nan,nan,nan
shears_01_00000180,0.3308970133463542,0.9926910400390625,0.9926910400390625,0.0,0.0,nan,nan,nan
shovel_01_00000076,0.2475809651720033,0.9901123046875,0.9903238606880131,0.0,nan,0.0,nan,0.0
pot_01_00000042,0.5790042301811236,0.9873046875,0.987641765285996,0.1370309951060359,nan,nan,0.6123399301513388,nan
mallet_02_00000008,0.4985809326171875,0.997161865234375,0.997161865234375,0.0,nan,nan,nan,nan
mallet_02_00000028,0.49834442138671875,0.9966888427734375,0.9966888427734375,0.0,nan,nan,nan,nan
shovel_02_00000108,0.4424732913338503,0.99090576171875,0.9908814124630896,0.0,nan,nan,nan,0.33653846153846156
cup_03_00000213,0.510282708474219,0.9896087646484375,0.9895681745071307,0.23702031602708803,nan,nan,0.30425963488843816,nan
bowl_02_00000099,0.7822575280470017,0.986785888671875,0.9865423465423465,nan,nan,nan,0.5779727095516569,nan
bowl_09_00000276,0.6700799799020263,0.990631103515625,0.9905836886176119,nan,nan,nan,0.3495762711864407,nan
scissors_06_00000220,0.3313140869140625,0.9939422607421875,0.9939422607421875,0.0,0.0,nan,nan,nan
scoop_01_00000201,0.33559075668744764,0.9886474609375,0.9886453818448202,0.0,nan,0.01812688821752266,nan,nan
shovel_02_00000169,0.4852896633141943,0.991790771484375,0.9917541574066978,0.0,nan,nan,nan,0.46411483253588515
shears_01_00000189,0.30242946246480573,0.9889373779296875,0.9904986306400037,0.21921921921921922,0.0,0.0,nan,nan
knife_08_00000016,0.3306935628255208,0.9920806884765625,0.9920806884765625,0.0,0.0,nan,nan,nan
spoon_10_00000280,0.38249131668055125,0.994415283203125,0.9944127255518579,0.0,nan,0.15306122448979592,nan,nan
