method,actual_backbone,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
random_features,random_features,28,0.22864799887021395,0.9890152733805576,0.9891117283608778,0.06706925350122062,0.0,0.0,0.0,0.3157070113591853
