method,n,mIoU,pixel_acc,IoU_background,IoU_grasp,IoU_cut,IoU_scoop,IoU_contain,IoU_support
siglip2,28,0.3914301459922174,0.9908289228166852,0.990921608987722,0.07449005938548929,0.40873893805309736,0.13398180106683402,0.4564752813791138,0.28397318708104813
